destination_id,country_id,name,latitude,longitude,description,tags,type,iata,hotel_ids
455,73,Santorini,36.3932,25.4615,Greek island,"island,beach,coastal",resort,JTR,"['DHJTRAFB', 'ONJTRTLA', 'DHJTRAFA', 'DHJTRAEY', 'IRJTRNIS', 'WBJTRR05', 'WVJTR521', 'DHJTRAEZ', 'HSJTRAET', 'ONJTRVIP', 'ONJTR362', 'DHJTRAEW', 'ONJTRPER', 'ONJTRETH', 'ONJTRGLO', 'ONJTRATL', 'LXJTRNTS', 'ONJTRFIN', 'ONJTRHEL', 'ONJTRAHT', 'LXJTRSSB', 'HSJTRAHH', 'ONJTRAST', 'DHJTRAEX', 'OIJTRPEG', 'HOJTR524', 'DHJTRAEV', 'ONJTRAVT', 'ONJTRCOR', 'ONJTRKAM', 'HSJTRAAK', 'DSJTRAHL', 'HSJTRAEK', 'HOJTRDHS', 'HSJTRACZ', 'LXJTRARE', 'DHJTRAFE', 'DHJTRAFD', 'YXJTRSMH', 'ONJTRVOL', 'HSJTRAIW', 'WVJTR331', 'HSJTRACY', 'ONJTRBLU', 'PWJTRICO', 'DHJTRAEU', 'HSJTRAED', 'IRJTRPG1', 'HOJTRKSH', 'ONJTR418', 'HSJTRADG', 'HSJTRAIX', 'ONJTRCAS', 'LXJTRSAN', 'LXJTRCHR', 'IRJTRVEG', 'ONJTRPAN', 'ONJTRIKI', 'LXJTRCAN', 'HSJTRAFP', 'YXJTRVFS', 'ONJTRPBH', 'ONJTRAMA', 'ONJTRLAV', 'DHJTRAFF', 'ONJTRTHO', 'WVJTR779', 'HSJTRAHR', 'HSJTRAFC']"
456,73,Mykonos,37.4467,25.3289,Greek island,"island,beach,coastal",resort,JMK,"['YXJMKDHO', 'ONJMKRHE', 'WVJMKMYK', 'ONJMKMAG', 'HOJMKPTS', 'DSJMKSAN', 'WVJMKPAN', 'LWJMK811', 'ONJMKALK', 'ONJMKCTM', 'HOJMKWMH', 'HSJMKACO', 'IRJMK712', 'LXJMKCDM', 'DSJMK974', 'ONJMKGMB', 'LXJMKOST', 'HOJMKELY', 'ONJMKSCB', 'ONJMKARG', 'WVJMK815', 'ONJMKHAR', 'HOJMKZHM', 'LXJMK228', 'ONJMKPOS', 'HOJMKVAH', 'HOJMKMSH', 'LXJMKMGH', 'ONJMKAKR', 'WVJMKAPT', 'HOJMKART', 'HOJMKGHM', 'ONJMKTOW', 'ONJMKMAD', 'HOJMKAHM', 'WVJMK460', 'LXJMKBEA', 'ONJMKVEN', 'LXJMKARC']"
457,73,Crete,35.2401,24.8093,Greek island,"island,beach,coastal",resort,HER,"['VPHER314', 'HSHERAAN', 'ONHERMAR', 'ONHER005', 'IRHERARO', 'HSHERAGI', 'WVHER060', 'HSHERABF', 'IRHER104', 'SMHERMEL', 'WVHER0MK', 'HSHERAAW', 'WBHERELO', 'PHHERCER', 'WVHER963', 'HSHERACP', 'HSHERAEB', 'YHHERPAN', 'HSHERADA', 'ONHERNIC', 'GZHERLAT', 'LXHER673', 'DHHERAOK', 'DHHERAPG', 'PHHEROHR', 'LWHER805', 'YXHERALM', 'DHHERAOB', 'HSHERACZ', 'TPHERALE', 'ONHERGSH', 'ONHER001', 'ILHER308', 'HSHERAEN', 'HSHERAGL', 'ONHERAQU', 'HSHERAGP', 'ONHERCRE', 'LWHER802', 'ONHERMEM', 'HSHERAFI', 'HSHERAAB', 'HOHERIBH', 'SCHER090', 'YXHERAST', 'BWHER580', 'YXHERPOR', 'HSHERACU', 'ONHERDES', 'LXHEREGU', 'HSHERADG', 'HSHERACS', 'YXHERAVS', 'ONHER0M7', 'ONHERELO', 'ONHERGMH', 'HSHERAEH']"
458,73,Rhodes,36.4345,28.2176,Greek island,"island,beach,coastal",resort,RHO,"['HSRHOAAM', 'DHRHOAIA', 'HSRHOABU', 'ONRHOAVA', 'IRRHO895', 'WVRHO972', 'DHRHOAIB', 'ILRHOG16', 'LXRHOLBR', 'ILRHO793', 'ONRHOCAL', 'BWRHO522', 'WVRHORIZ', 'ONRHOVEN', 'DHRHOAHY', 'ONRHOAGL', 'HSRHOADD', 'ONRHOLMH', 'ONRHOLIN', 'SIRHO555', 'ONRHOSEV', 'WVRHO194', 'DHRHOAIE', 'IRRHOATR', 'ONRHOEPR', 'HSRHOAEX', 'ONRHOSBR', 'DHRHOAID', 'ONRHOROD', 'HSRHOAED', 'ONRHOSUN', 'HSRHOADR', 'BWRHO709', 'HSRHOABY', 'SCRHO133', 'HSRHOACY', 'HSRHOAEG']"
459,187,Istanbul (European side),41.0082,28.9784,European part of Istanbul,"city,historical,coastal",urban,ISL,[]
460,124,Valletta,35.8989,14.5146,Malta's capital,"city,coastal",urban,MLA,"['HSMLAADE', 'FGMLADIP', 'CHMLAGEO', 'HSMLAADC', 'RDMLA904', 'HOMLAPAL', 'ICMLAICA', 'HOMLAVIC', 'HSMLAACK', 'PHMLAEHM', 'FGMLAMED', 'HSMLAABK', 'HSMLAABD', 'TPMLASLI', 'HOMLA015', 'OIMLA028', 'HSMLAACR', 'RDMLA582', 'WBMLAT01', 'MMMLAMAR', 'HOMLAPCH', 'WIMLAMAL', 'TPMLARES', 'MDMLAMER', 'HOMLA004', 'YXMLA003', 'HSMLAACH', 'SCMLABEL', 'FGMLALUN', 'UIMLAACG']"
461,124,Gozo,36.0443,14.2512,Maltese island,"island,beach,coastal",resort,MLA,"['OIMLA028', 'YXMLA003', 'PHMLAEHM', 'HOMLAPCH', 'HSMLAACR', 'FGMLADIP', 'RDMLA582', 'HSMLAACH', 'TPMLARES', 'FGMLALUN', 'HOMLA015', 'HSMLAABD', 'ICMLAICA', 'HSMLAABK', 'WIMLAMAL', 'TPMLASLI', 'SCMLABEL', 'HOMLA004', 'HOMLAPAL', 'HSMLAACK', 'UIMLAACG', 'MMMLAMAR', 'HSMLAADE', 'HOMLAVIC', 'MDMLAMER', 'RDMLA904', 'CHMLAGEO', 'WBMLAT01', 'HSMLAADC', 'FGMLAMED']"
462,47,Nicosia,35.1856,33.3823,Cyprus' capital,city,urban,ECN,"['WVECN059', 'GTECNNIC', 'ONECNONA', 'WVECN225']"
463,47,Limassol,34.7071,33.0226,Cypriot coastal city,"city,coastal",urban,AKT,[]
464,81,Zagreb,45.815,15.9819,Croatia's capital,city,urban,ZAG,"['HSZAGACL', 'CHZAGHOT', 'SIZAG316', 'HSZAGABE', 'WVZAGAAM', 'HSZAGAAN', 'ILZAG811', 'HSZAGABL', 'UZZAG506', 'WIZAG464', 'WVZAGANT', 'BXZAGREB', 'BWZAG502', 'HSZAGACY', 'HSZAGACZ', 'HSZAGAAT', 'WVZAG465', 'BWZAG505', 'UZZAG495', 'WVZAGARI', 'HSZAGAAX', 'YXZAGHPP', 'HLZAG269', 'WVZAG720', 'HSZAGAAK', 'HSZAGACP']"
465,81,Split,43.5081,16.4402,Croatian coastal city,"city,coastal",urban,SPU,"['HSSPUAFJ', 'CHSPUJUP', 'HSSPUAGU', 'HSSPUACP', 'LXSPUVPA', 'HSSPUAGV', 'HSSPUACY', 'UZSPU577', 'HSSPUADN', 'HSSPUAGZ', 'HSSPUABI', 'HSSPUAGC', 'HSSPUADA', 'HSSPUAFV', 'HSSPUAFI', 'HSSPUAAT', 'HSSPUAHG', 'HSSPUADG', 'ONSPUPAN', 'ONSPUAMA', 'HSSPUAGL', 'HSSPUAEB', 'HSSPUAEG', 'HSSPUADT', 'HSSPUAAG', 'HSSPUABY', 'HSSPUAHA', 'BWSPU504', 'HSSPUADB', 'HSSPUADQ', 'HSSPUAEW', 'WVSPU935', 'CHSPUHAS', 'HSSPUAFS', 'MDSPU956', 'CHSPUKAT', 'UZSPU515', 'HSSPUAFO', 'HSSPUACC', 'HSSPUAED', 'WVSPU283', 'HSSPUAHQ', 'HSSPUAGJ', 'WVSPU234', 'HSSPUAAA', 'HSSPUAFY', 'HSSPUADM', 'HSSPUAHH', 'HSSPUAFL', 'HSSPUAAQ', 'WVSPU259', 'HSSPUAAH', 'HSSPUABF', 'HSSPUADH', 'ONSPUVPL', 'WVSPU630', 'BXSPUSAN', 'ONSPUAPA', 'UZSPU506', 'ONSPUJAD', 'HSSPUAHT', 'HSSPUAFF', 'HSSPUAHM', 'HSSPUABS', 'HSSPUAHB', 'UZSPU176']"
466,81,Dubrovnik,42.6507,18.0944,Croatian coastal city,"city,historical,coastal",urban,DBV,"['HSDBVAAC', 'WVDBVGHO', 'YXDBVVIS', 'UZDBVRPH', 'FGDBVGLA', 'WVDBV344', 'HSDBVACR', 'RDDBV114', 'HSDBVACM', 'YXDBVADR', 'HSDBVACQ', 'YXDBVKOM', 'FGDBVORS', 'HSDBVACN', 'UZDBV100', 'WVDBVPER', 'WVDBV635', 'FGDBVEXC', 'UZDBV734', 'YXDBVMIN', 'YXDBVVLR', 'ONDBVVDO', 'FGDBV484', 'HSDBVABH', 'FGDBVBEL', 'YXDBVDID', 'YXDBVHDP', 'WVDBV809', 'FGDBVLSR', 'HSDBVACH', 'WVDBVADI', 'FGDBVGVA', 'WBDBVLDP', 'HSDBVADC', 'YXDBVARG', 'HSDBVAAL', 'HSDBVAAF', 'WVDBV348']"
467,81,Plitvice Lakes,44.8654,15.582,Croatian national park,"nature,lakes",nature,ZAD,"['YHZAD02S', 'HSZADABX', 'HSZADAAE', 'HSZADABB', 'HSZADABG', 'HSZADABD', 'YHZAD063', 'UZZAD402', 'HSZADAAO', 'YHZAD065', 'HSZADAAZ', 'HSZADAAI', 'SCZAD844', 'LWZAD152']"
468,173,Ljubljana,46.0569,14.5058,Slovenia's capital,city,urban,LJU,"['HSLJUAET', 'ILLJUE01', 'HSLJUADD', 'HSLJUAAK', 'HSLJUAEG', 'FGLJUCTP', 'HSLJUABF', 'HSLJUADN', 'HSLJUAAX', 'HSLJUAEK', 'HSLJUADH', 'WBLJUI02', 'DHLJUABK', 'HSLJUACY', 'ONLJUAMB', 'WVLJULJU', 'ONLJUEMO', 'HSLJUAAG', 'HSLJUADX', 'WVLJUGHU', 'HSLJUADT', 'ILLJUE02', 'ILLJU379', 'BWLJU403', 'DSLJUVAN', 'HSLJUACP', 'HSLJUAEN', 'LXLJUAPA', 'HSLJUAED', 'BWLJU400', 'HSLJUACE', 'HSLJUAAW', 'HSLJUAEM', 'WVLJUGAR', 'WVLJU255', 'WVLJUEXE', 'HSLJUAEA', 'WBLJUHGO', 'ONLJUKAN', 'HSLJUABY', 'WVLJULEV', 'ILLJU848', 'VPLJU207', 'HSLJUADM', 'WVLJU264', 'ILLJUE04']"
469,173,Lake Bled,46.369,14.1136,Slovenian alpine lake,"lake,mountains",nature,KLU,"['PHKLUGLH', 'HSKLUAZZ', 'HSKLUAUH', 'HSKLUBAW', 'HSKLUACQ', 'HSKLUAUK', 'HSKLUADJ', 'HSKLUBFU', 'WWKLULCH', 'HSKLUADI', 'HSKLUALI', 'HSKLUASO', 'HSKLUBDW', 'HSKLUAMO', 'HSKLUAMP', 'HSKLUAJD', 'DHKLUAAW', 'HSKLUALE', 'HSKLUAFG', 'HSKLUAPK', 'HSKLUAYR', 'HSKLUBGU', 'HSKLUAQQ', 'HSKLUACA', 'HSKLUAUQ', 'HSKLUAMS', 'HSKLUAXQ', 'HSKLUAGB', 'HSKLUALJ', 'HSKLUAZP', 'HSKLUBBF', 'HSKLUALP', 'HSKLUASE', 'HSKLUACT', 'HSKLUAQD', 'HSKLUATB', 'HSKLUAKW', 'HSKLUAXT', 'HSKLUAJT', 'HSKLUAJA', 'HSKLUANX', 'HSKLUAAJ', 'HSKLUBCZ', 'HSKLUAZY', 'WVKLU776', 'HSKLUATD', 'HSKLUATT', 'HSKLUAHC', 'ONKLUJUO', 'HSKLUABW', 'HSKLUACN', 'HSKLUAAU', 'HSKLUAKD', 'HSKLUABT', 'HSKLUBBS', 'HSKLUAQR', 'HSKLUAMI', 'HSKLUABD', 'HSKLUAEO', 'HSKLUBDX', 'HSKLUALC', 'HSKLUAMC', 'HSKLUABB', 'HSKLUAIV', 'HSKLUAML', 'HSKLUAYB', 'HSKLUABK', 'HSKLUACG', 'HSKLUABH', 'XWKLU990', 'HSKLUAEC', 'HSKLUATW', 'HSKLUBEM', 'HSKLUADV', 'HSKLUBDA', 'HSKLUAKA', 'FFKLUAOX', 'HSKLUADC', 'HSKLUAAS', 'HSKLUAFA', 'HSKLUAZF', 'HSKLUAYH', 'HSKLUBCV', 'HSKLUBGV', 'HSKLUBGS', 'HSKLUAQK', 'HSKLUBER', 'HSKLUBGO', 'HSKLUAAF', 'WBKLUT12', 'HSKLUANQ', 'HSKLUAOT', 'HSKLUADS', 'HSKLUAVU', 'HSKLUAXB', 'HSKLUBBV', 'HSKLUAAL', 'HSKLUBDM', 'HSKLUAVC', 'HSKLUAHI', 'YHKLU0GT', 'HSKLUATM', 'HSKLUAUD', 'HSKLUASZ', 'HSKLUAKR', 'HSKLUAUR', 'HSKLUAYD', 'YHKLUCRI', 'HSKLUAIL', 'HSKLUAVL', 'HSKLUBAA', 'HSKLUBGP', 'HSKLUAQN', 'HSKLUBGI', 'HSKLUAJM', 'HSKLUAIY', 'HSKLUAQB', 'HSKLUBBI', 'HSKLUATA', 'HSKLUARU', 'HSKLUBBO', 'HSKLUATN', 'HSKLUACH', 'HSKLUBBC', 'HSKLUBEW', 'HSKLUBEH', 'HSKLUAXN', 'HSKLUAHP', 'HSKLUALY', 'HSKLUAUB', 'HSKLUAFX', 'HSKLUAEY', 'HSKLUBAD', 'HSKLUBEN', 'ONKLUJUH', 'HSKLUAEL', 'HSKLUAPT', 'HSKLUAND', 'HSKLUAAY', 'HSKLUAIE', 'HSKLUAJH', 'ONKLUSEA', 'HSKLUAUT', 'HSKLUASS', 'HSKLUAHF', 'HSKLUAVJ', 'HSKLUACM', 'PHKLULML', 'HSKLUAAV', 'HSKLUAMU', 'HSKLUALZ', 'HSKLUAXW', 'HSKLUASF', 'HSKLUBAH', 'YXKLUPAL', 'HSKLUAMJ', 'ONKLUJUW', 'HSKLUAQH', 'HSKLUBDT', 'HSKLUAKN', 'HSKLUAUM', 'HSKLUBBY', 'HSKLUAOQ', 'HSKLUAUW', 'HSKLUACR', 'HSKLUAHO', 'ONKLUMIC', 'HSKLUALU', 'OIKLUVIL', 'HSKLUBEQ', 'HSKLUAGH', 'HSKLUAHY', 'HSKLUBCL', 'HSKLUAZU', 'YHKLUBLE', 'HSKLUBBZ', 'HSKLUAZI', 'HSKLUAKM', 'HSKLUAIP', 'HSKLUAYN', 'HSKLUANB', 'ONKLUJUF', 'HSKLUAZJ', 'HSKLUBDQ', 'HSKLUBEA', 'HSKLUAOA', 'HSKLUBGJ', 'YHKLUKAT', 'HSKLUBGL', 'HSKLUAJX', 'HSKLUAVY', 'HSKLUAXA', 'HSKLUBFE', 'HSKLUAMF', 'HSKLUBAR', 'HSKLUBCS', 'HSKLUAJB', 'HSKLUAYX', 'HSKLUAME', 'ONKLUJFA', 'HSKLUABX', 'HSKLUAYA', 'YHKLUSON', 'HIKLUEAE', 'HSKLUALL', 'HSKLUAOG', 'HSKLUALS', 'HSKLUBDN', 'HSKLUAOB', 'HSKLUBAK', 'HSKLUASL', 'HSKLUAGQ', 'HSKLUACD', 'HSKLUBGC', 'HSKLUBAQ', 'HSKLUBCP', 'HSKLUAOM', 'HSKLUAYG', 'HSKLUBDB', 'HSKLUANA', 'HSKLUAFH']"
470,22,Sarajevo,43.8563,18.4131,Bosnia's capital,city,urban,SJJ,"['HOSJJBRA', 'ILSJJ286', 'HOSJJ328', 'ILSJJD45', 'ONSJJHED', 'ILSJJA69', 'ONSJJMIC', 'ILSJJ285', 'YXSJJBIS', 'ILSJJD46', 'HSSJJABN', 'ILSJJ846', 'ILSJJG52', 'ONSJJALE', 'HOSJJSAR', 'YXSJJOCT', 'ILSJJ559', 'ILSJJ845', 'ONSJJHER', 'ACSJJF23', 'ILSJJE06', 'TYSJJADA', 'YXSJJHCS', 'RCSJJRIR']"
471,22,Mostar,43.3438,17.8078,Bosnian historical city,"city,historical",urban,OMO,"['ILOMO845', 'HSOMOAAJ', 'ONOMOMOG', 'HSOMOAAE', 'ILOMOG51', 'ONOMOMOT', 'HSOMOAAL']"
472,168,Belgrade,44.8206,20.4622,Serbia's capital,city,urban,BEG,"['TYBEGADR', 'YXBEGJIH', 'HSBEGABR', 'HSBEGACB', 'YXBEGCTL', 'YXBEGMBL', 'ILBEG708', 'ONBEGCCS', 'ILBEGC10', 'ONBEGROO', 'ILBEGF81', 'ILBEGE53', 'ONBEGCAR', 'ONBEGITY', 'ONBEGCIT', 'DHBEGAAM', 'YXBEGTOW', 'ACBEGF20', 'ILBEGA02', 'FGBEGZIR', 'HOBEGZKH', 'YHBEG409', 'ONBEGFAI', 'YXBEGALP', 'YXBEGIZH', 'TYBEGHZL', 'ONBEGNOV', 'EPBEGVJL', 'HOBEGRHH', 'ILBEG707', 'HIBEGEF1', 'HSBEGACD', 'HSBEGABQ', 'HSBEGACT', 'RDBEGS11', 'YXBEG006', 'GTBEGPUT', 'YXBEGCHB', 'YXBEGPBH', 'HIBEG66A', 'BWBEG800', 'HYBEGIBY', 'WVBEGEXH', 'FGBEGTHL', 'HSBEGAAE']"
473,168,Novi Sad,45.2671,19.8335,Serbian city,city,urban,QND,"['ILQNDE38', 'ILQNDE45', 'ILQNDG41', 'ILQNDB59', 'ILQNDC09', 'ILQNDE34', 'ONQNDGYM', 'ILQNDE59', 'ILQNDE46', 'ILQND999', 'ILQND806', 'BWQND806', 'ONQNDCAR', 'HOQNDFNH']"
474,126,Podgorica,42.4304,19.2594,Montenegro's capital,city,urban,TGD,"['ILTGD932', 'WVTGD507', 'ACTGDF12', 'ILTGD633', 'ONTGDPHI', 'BWTGD802', 'ILTGD931', 'ONTGDAUR', 'UZTGDABZ', 'UZTGD504', 'UZTGD244', 'UITGDBHH', 'ILTGDA08', 'UZTGD430']"
475,126,Kotor,42.4247,18.7712,Montenegrin coastal town,"town,historical,coastal",urban,TIV,"['UZTIV576', 'HSTIVAAP', 'HSTIVAAF', 'ILTIV636', 'HSTIVAAC', 'ILTIV334', 'YHTIVBVE', 'OITIVMGN', 'UZTIV535', 'ILTIV604', 'UITIV510', 'UZTIV071']"
476,122,Skopje,41.9973,21.428,North Macedonia's capital,city,urban,SKP,"['BWSKP901', 'ILSKPE17', 'ILSKPG19', 'TYSKPPOR', 'HSSKPAAQ', 'OISKPSOL', 'BWSKP900', 'ONSKPROM', 'HSSKPAAB', 'UZSKP895', 'ILSKPD07', 'ILSKP236', 'ILSKPD60', 'ILSKPE14', 'ONSKPGOL', 'DHSKPAAU']"
477,122,Ohrid,41.1231,20.8016,Macedonian lakeside town,"town,lakeside",urban,OHD,"['UZOHD890', 'ILOHD105', 'ACOHDE63', 'ILOHD106', 'UZOHD896', 'ILOHD560', 'ILOHDH02', 'HSOHDAAG', 'HSOHDAAN', 'UZOHD222']"
478,4,Tirana,41.3275,19.8187,Albania's capital,city,urban,TIA,"['ONTIACOL', 'ONTIASEA', 'ONTIALEO', 'ONTIABER', 'ONTIAFRO', 'ONTIAKRU', 'ONTIAVIL', 'ILTIA927', 'ACTIAE53', 'ILTIA415', 'ILTIA098', 'ONTIAWHI', 'ONTIAMON', 'ONTIANIR', 'BWTIA713', 'ONTIABAH', 'ACTIAE59', 'SITIA439', 'ONTIABEN', 'ONTIANER', 'ILTIA464', 'ACTIAF17', 'WVTIAEUR', 'ONTIASTE', 'ACTIAF11', 'ONTIAREG', 'ONTIABRA', 'HSTIAAAS', 'ONTIADOL', 'IRTIALIN', 'ONTIAVLO', 'HSTIAAAC', 'ONTIAKRS', 'ONTIABAR', 'ONTIAARA', 'ACTIAE64', 'ACTIAE61', 'ILTIA928', 'BWTIA599', 'ILTIAA07', 'ACTIAE56']"
479,4,Albanian Riviera,40.0,19.8,Albanian coastal region,"beach,coastal",nature,CFU,"['ONCFUOAS', 'ONCFUMAR', 'HSCFUAAG', 'HOCFUPAR', 'WVCFU817', 'SCCFU112', 'HSCFUABI', 'HSCFUACE', 'GZCFUCOR', 'ONCFUGOL']"
480,201,Pristina,42.6629,21.1655,Kosovo's capital,city,urban,PRN,"['ILPRN800', 'ILPRN065', 'ONPRNDEN', 'YXPRNPRI', 'ILPRN066', 'ONPRNSDH', 'YXPRNGHO', 'YXPRNSIH', 'ILPRN798', 'YXPRNHEM', 'TYPRNLYO', 'YXPRNNAR', 'ONPRNROY']"
481,56,Cairo,30.0444,31.2357,Egypt's capital,"city,historical",urban,CAI,"['UICAITSI', 'MCCAIJWM', 'ZXCAIRZZ', 'MKCAISOK', 'HSCAIABV', 'MDCAI265', 'FACAI387', 'BCCAILVC', 'RTCAISPH', 'HLCAI211', 'UICAISIP', 'BRCAIBRB', 'TACAI048', 'TACAIOBE', 'HICAI37D', 'RACAINRX', 'HSCAIADN', 'CNCAI604', 'ICCAIICC', 'MDCAI266', 'HSCAIACE', 'SNCAISOL', 'SICAI386', 'MCCAICAI', 'HLCAI836', 'RTCAIOCT', 'BNCAIPYR', 'YHCAI047', 'IRCAI60G', 'FSCAI627', 'TACAI096', 'KICAINIL', 'ONCAIMAA', 'TACAI513', 'ONCAIKIN', 'ONCAILIT', 'FACAIHLT', 'RDCAI965', 'FACAICAI']"
482,56,Luxor,25.6872,32.6396,Egyptian historical city,"city,historical",urban,LXR,"['HSLXRAAY', 'SNLXRSSG', 'HLLXR223', 'SRLXRNLE', 'SBLXRNEW', 'MMLXRLUX', 'SILXR402', 'SBLXROLD']"
483,56,Aswan,24.0889,32.8998,Egyptian city on the Nile,"city,historical",urban,ASW,"['TAASW072', 'SBASWOLD', 'ONASWANA', 'IRASW706', 'ONASWIBE', 'ONASWPHI', 'HSASWAAF', 'IRASW034', 'MKASW302']"
484,56,Alexandria,31.2001,29.9187,Egyptian coastal city,"city,historical,coastal",urban,ALY,"['HLALY100', 'HLALY544', 'OIALYGRA', 'SIALY438', 'ONALYDEL', 'ONALYWIN', 'TAALY017', 'TAALY059', 'ONALYPAR', 'ONALYMET']"
485,56,Red Sea resorts,27.0,34.0,Egyptian beach resorts,"beach,coastal",resort,HRG,"['YXHRGFHE', 'ONHRGSHE', 'TAHRG081', 'HSHRGAAT', 'FGHRG004', 'SRHRGSAM', 'OBHRGOBE', 'TAHRG085', 'SIHRGXAZ', 'SIHRG323', 'HLHRG100', 'ONHRGBUN', 'YXHRGTIN', 'TAHRG073', 'SRHRGMAK', 'TAHRG084', 'LWHRG304', 'YXHRGMHT', 'FGHRG104', 'YXHRGAPA', 'DHHRGAFG', 'IQHRGRRM', 'FGHRG102', 'TAHRG082', 'HSHRGACJ', 'YXHRGJMS', 'FGHRG107', 'TAHRG932', 'UZHRG663', 'MCHRGEGM', 'TAHRG011', 'HLHRG308', 'ONHRGSPB', 'ONHRGOPR', 'DHHRGAFK', 'RDHRG909', 'IQHRGSRG', 'IQHRGEG7', 'SRHRGBEA', 'ONHRGSGB', 'TAHRG929', 'YXHRGSUL', 'MKHRGMHU', 'YXHRGMAS', 'ONHRGJAB', 'ONHRGPRM', 'IQHRGSRH', 'HSHRGABV', 'HSHRGAAK', 'YXHRGSAR', 'YXHRGIMA', 'YXHRGCIN', 'TAHRG083', 'KIHRGSOB', 'MKHRGMOE', 'SRHRGGLF', 'MKHRGQUS', 'YXHRGCPD', 'ONHRGAMW', 'TAHRG080', 'YXHRGIAQ', 'TAHRG086']"
486,106,Tripoli,32.8872,13.1913,Libya's capital,"city,coastal",urban,MJI,[]
487,106,Benghazi,32.1167,20.0667,Libyan city,"city,coastal",urban,BEN,[]
488,186,Tunis,36.8065,10.1815,Tunisia's capital,"city,coastal",urban,TUN,"['WKTUNMAR', 'HOTUNHTV', 'HOTUNHKR', 'TYTUNVNO', 'HOTUNSGT', 'GZTUN513', 'OITUN5SX', 'HOTUNARI', 'HOTUNELB', 'PHTUNVDH', 'HOTUNGAM', 'HOTUNACR', 'SITUN483', 'HOTUNCLC', 'GTTUNMEC', 'GTTUNCAT', 'MKTUNMGT', 'HOTUNANA', 'BNTUN00F', 'PHTUNTRH', 'HOTUNYSB', 'HSTUNAAC', 'HOTUNSAL', 'UITUN004', 'HSTUNADS', 'UITUNEMA', 'HOTUNHRN', 'HATUNPAR', 'GTTUNCAR', 'RTTUNNOV', 'MKTUNMRT', 'HSTUNADE', 'OITUNCOR', 'RTTUNIBI', 'HOTUNKHE', 'LWTUN070', 'YHTUNAVE', 'HOTUNCMH', 'FGTUNCLB', 'YHTUNLRH', 'TYTUN557', 'HOTUNBOR', 'HSTUNACQ', 'HOTUNKHA', 'HATUNGOL', 'HOTUNPYR', 'HOTUNPRE', 'FGTUNHPT']"
489,186,Carthage,36.8545,10.3306,Tunisian historical site,historical,nature,TUN,"['HOTUNSAL', 'HOTUNACR', 'OITUN5SX', 'BNTUN00F', 'FGTUNCLB', 'PHTUNVDH', 'TYTUN557', 'HOTUNKHA', 'HOTUNPRE', 'HOTUNGAM', 'OITUNCOR', 'HOTUNYSB', 'HOTUNARI', 'HOTUNKHE', 'SITUN483', 'FGTUNHPT', 'GTTUNMEC', 'GZTUN513', 'HOTUNSGT', 'HOTUNCLC', 'HOTUNCMH', 'PHTUNTRH', 'HOTUNPYR', 'GTTUNCAR', 'HSTUNADE', 'HSTUNAAC', 'MKTUNMGT', 'HOTUNHKR', 'HOTUNHTV', 'HOTUNHRN', 'GTTUNCAT', 'TYTUNVNO', 'UITUN004', 'YHTUNLRH', 'MKTUNMRT', 'HSTUNACQ', 'WKTUNMAR', 'HSTUNADS', 'UITUNEMA', 'HOTUNANA', 'HATUNPAR', 'LWTUN070', 'HOTUNBOR', 'HATUNGOL', 'HOTUNELB', 'RTTUNIBI', 'YHTUNAVE', 'RTTUNNOV']"
490,186,Djerba,33.8078,10.8451,Tunisian island,"island,beach,coastal",resort,DJE,"['HODJECAR', 'WVDJESEA', 'HSDJEAAW', 'YHDJEMEH', 'RDDJE915', 'HSDJEAAQ', 'TYDJE555', 'HODJECED', 'RDDJES04']"
491,54,Algiers,36.7538,3.0588,Algeria's capital,"city,coastal",urban,ALG,"['RTALGMER', 'SIALGXDL', 'OIALG003', 'DHALGAAL', 'HLALG100']"
492,54,Oran,35.6971,-0.6337,Algerian coastal city,"city,coastal",urban,ORN,"['BWORN782', 'MDORN431', 'SIORN572']"
493,115,Casablanca,33.5731,-7.5898,Moroccan city,"city,coastal",urban,CMN,"['LXCMNLSO', 'HSCMNAAG', 'FGCMNCVD']"
